Part B sections: 229
   • [Rheumatology] 06-Pyqs | parsed 19 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: []
   • [Surgery] 01-General-Surgery | parsed 38 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: []
   • [Surgery] 02-Trauma-Burns | parsed 62 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: []
   • [Surgery] 03-Thyroid-Parathyroid | parsed 40 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: [1]
   • [Surgery] 04-Breast | parsed 31 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: [1]
   • [Surgery] 05-Vascular-Surgery | parsed 25 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: [1]
   • [Surgery] 06-Wounds-Grafts | parsed 24 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: [1]
   • [Surgery] 07-Urology | parsed 52 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: []
   • [Surgery] 08-Gi-Surgery | parsed 83 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: []
   • [Surgery] 09-Hepatobiliary-Surgery | parsed 42 | idx 0 | missing: [] | extra: [2, 3, 4] | no-ans: [2]
   • [Surgery] 10-Pancreas | parsed 12 | idx 0 | missing: [] | extra: [3, 4, 5] | no-ans: [2]
   • [Surgery] 11-Hernia | parsed 13 | idx 0 | missing: [] | extra: [3, 4, 5] | no-ans: []
   • [Surgery] 12-Transplant-Surgery | parsed 0 | idx 192 | missing: [1, 2, 3, 4, 5] | extra: [] | no-ans: []
   • [Surgery] 13-Pyqs | parsed 211 | idx 19 | missing: [] | extra: [1, 2, 3] | no-ans: []
Part B parsed: 7108
saved research/core_btr\questions.json
